year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
2099,96.77162819,95.81180269,94.75951537,93.7016303,92.64121063,91.5800439,90.51832291,89.45604422,88.39332864,87.33038146,86.26698582,85.20297731,84.13879924,83.07461467,82.01022762,80.94585676,79.88165535,78.81763265,77.75392766,76.69018794,75.62607345,74.56180509,73.49748475,72.43306603,71.36817689,70.30287644,69.23777005,68.17306787,67.10877394,66.04473539,64.98117602,63.91841731,62.85620623,61.79442815,60.73317202,59.67257925,58.6129059,57.55403584,56.4959487,55.43916474,54.38355725,53.32857557,52.27456183,51.22163211,50.16969359,49.11884258,48.06884794,47.02005049,45.97291952,44.92732559,43.88324615,42.84107558,41.80108421,40.76337062,39.72798324,38.69515771,37.66542667,36.63906647,35.61621043,34.59720447,33.58215915,32.57092282,31.56369515,30.5606993,29.5619554,28.56780153,27.57859428,26.59463771,25.61650157,24.64469649,23.67962982,22.72206204,21.77272755,20.83234196,19.90174955,18.98176855,18.07317337,17.17667695,16.29300861,15.42314651,14.56812122,13.72902309,12.9071659,12.10373239,11.32059968,10.55989787,9.822868726,9.109909304,8.421813135,7.759358931,7.122018767,6.513159809,5.939584061,5.403996308,4.905806717,4.443443257,4.014848726,3.619591082,3.258416008,2.931014388,2.635554275,2.369818065,2.131708071,1.918880501,1.729193431,1.561133757,1.413032893,1.283178207,1.170334272,1.073408183,1.00402131,0.938687722,0.953281732,1.020833333,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2100,96.83464079,95.87361747,94.82162541,93.76413437,92.70402185,91.64321249,90.58184197,89.51998056,88.45762149,87.39477186,86.33169353,85.26827756,84.20435371,83.14046413,82.07665934,81.01263781,79.94871623,78.88494636,77.82133435,76.75810871,75.69467177,74.63069682,73.56652903,72.50226629,71.43789749,70.37318694,69.30830778,68.24368819,67.17956935,66.11595299,65.05275319,63.99018949,62.92829694,61.8668553,60.80588492,59.7455776,58.68599831,57.62732396,56.5696316,55.51279848,54.45720687,53.40277867,52.34896476,51.29606979,50.24417507,49.19336241,48.14373343,47.09506811,46.04775336,45.00216607,43.95826221,42.91610859,41.87601367,40.83822094,39.80288924,38.77013715,37.74026728,36.71371089,35.69068095,34.6713361,33.65593986,32.64455811,31.63704313,30.63360642,29.63452486,28.63988627,27.65012453,26.66567446,25.68692017,24.71439286,23.74864333,22.79026348,21.83999724,20.89862954,19.96696471,19.04583012,18.13600558,17.23822586,16.35322876,15.48187625,14.62527426,13.78456461,12.96102538,12.15616882,11.37127264,10.60811447,9.868576282,9.153557519,8.463135029,7.797750773,7.157541225,6.545538737,5.968804415,5.430525602,4.929661918,4.464518637,4.03333155,3.635737007,3.272341454,2.942846371,2.64548404,2.378023999,2.138351731,1.924221722,1.7334244,1.564172466,1.415078231,1.284656387,1.170735479,1.072939196,1.001064792,0.942749414,0.931785301,0.994791667,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2101,96.89692211,95.93557516,94.88343778,93.82623688,92.76652242,91.70602121,90.64495089,89.58344127,88.52150111,87.45900921,86.3960845,85.33298635,84.26965564,83.20602122,82.1425126,81.07907456,80.01550368,78.95201483,77.88865649,76.82552437,75.76255615,74.69921441,73.63534066,72.57123056,71.50705834,70.44286694,69.37853628,68.31418095,67.25014212,66.18666053,65.12384375,64.06163774,62.9999743,61.93885025,60.8782163,59.8181616,58.75883738,57.70029533,56.64280494,55.58631156,54.53065238,53.47625685,52.42295534,51.37022295,50.31835955,49.26756295,48.21794869,47.16962722,46.12244895,45.07668062,44.03278427,42.99082688,41.95068917,40.91274734,39.87737171,38.84467801,37.81479132,36.78803232,35.76478206,34.74523714,33.7294988,32.71773582,31.71003256,30.70628223,29.7067406,28.71171448,27.72142132,26.73638582,25.75707158,24.78386217,23.81738243,22.85827084,21.90712581,20.96476591,20.03204945,19.10977926,18.19872139,17.29963936,16.41328575,15.54051965,14.68233978,13.83995958,13.01470833,12.20806932,11.42162591,10.65657309,9.914467843,9.196829276,8.504195763,7.836333911,7.193079272,6.578112892,5.998252189,5.456900933,4.953409442,4.485691352,4.051875395,3.651843896,3.286251215,2.954695168,2.655409797,2.386218493,2.14500611,1.929482011,1.737602967,1.567379764,1.417099533,1.285655706,1.170934109,1.073331052,0.998067522,0.935846029,0.897300761,0.96875,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2102,96.95875156,95.99681157,94.94514444,93.88804153,92.82862112,91.76851889,90.70775747,89.64654865,88.58490455,87.52283281,86.46032192,85.39737789,84.33436561,83.27132522,82.20807291,81.14488199,80.08184733,79.0187609,77.95573353,76.89280956,75.82993549,74.76706366,73.70377968,72.63996404,71.57594463,70.51194947,69.44817635,68.38436753,67.32059027,66.25722307,65.19446383,64.13260165,63.07132935,62.01043261,60.95011524,59.89036282,58.83125935,57.77297618,56.71562339,55.65933913,54.60396701,53.54945666,52.49623651,51.44400722,50.39229958,49.3415315,48.29190696,47.24357834,46.19669764,45.15107152,44.10702316,43.06505118,42.0250602,40.98704171,39.95147355,38.91872745,37.88888127,36.86205786,35.83855973,34.81878561,33.80283546,32.79068599,31.78256772,30.77858406,29.77870247,28.7831996,27.79247451,26.80688295,25.82692661,24.85309912,23.88589783,22.92598787,21.97404971,21.03077477,20.09700925,19.17360705,18.26134973,17.36095303,16.47322228,15.59901868,14.73934612,13.89528733,13.06827016,12.2598217,11.47146965,10.70473752,9.960598083,9.240273728,8.544912313,7.87467268,7.228780626,6.610707179,6.027883172,5.483490798,4.977027542,4.506761229,4.070497225,3.667991804,3.30012098,2.96654996,2.66539334,2.394442597,2.151677844,1.934790143,1.741628423,1.57040098,1.419271569,1.286458823,1.171230056,1.072385443,0.994684896,0.935799436,0.900080605,0.96875,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2103,97.0207833,96.05746543,95.00641892,93.94967999,92.89042184,91.83061446,90.77025268,89.7093533,88.64801053,87.58623539,86.52414512,85.4616154,84.3987578,83.33603665,82.2733282,81.21034504,80.14756076,79.08501393,78.02239229,76.95980263,75.89718482,74.83445266,73.77163771,72.7084106,71.64464324,70.58075963,69.51718221,68.45392986,67.39069744,66.32758966,65.26494209,64.20313417,63.14220245,62.08169433,61.02160237,59.96213139,58.90329718,57.84523693,56.78814684,55.73200571,54.67681913,53.62251479,52.56916553,51.51703741,50.46582596,49.41523761,48.36564079,47.3172784,46.27037166,45.22505148,44.18112764,43.1389131,42.09889001,41.06101985,40.02532208,38.99236476,37.96247932,36.93567776,35.91208673,34.89203576,33.87580396,32.86339005,31.85485714,30.85045684,29.85029393,28.85440748,27.86319078,26.87711182,25.89656613,24.92206287,23.95417872,22.993504,22.04072638,21.09659815,20.16184637,19.23733116,18.32387595,17.42220394,16.53308675,15.65742007,14.79621601,13.95058462,13.12178996,12.31147014,11.52118878,10.75241582,10.00644874,9.283955124,8.585793049,7.912704011,7.264273497,6.643460572,6.057538043,5.510223631,5.000831871,4.527731618,4.089026484,3.684209761,3.31404937,2.978373122,2.675369418,2.40273477,2.158346446,1.940102217,1.745784267,1.573427179,1.421514317,1.28790414,1.171753266,1.072188632,0.994615695,0.937715744,0.892806447,0.960069444,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2104,97.08236971,96.11819536,95.06715477,94.01088658,92.95205637,91.89235356,90.83228785,89.77184627,88.71081342,87.64934012,86.58754687,85.52543822,84.46299543,83.40042965,82.33799007,81.27555251,80.21302806,79.15068461,78.08855723,77.02637675,75.96409652,74.9016234,73.83894995,72.77619315,71.7130561,70.64946439,69.58595751,68.5228993,67.46018362,66.39758134,65.33522792,64.2735284,63.21264736,62.15244183,61.09270214,60.03345555,58.97490237,57.91707931,56.8602148,55.80437249,54.74933509,53.69519381,52.64197164,51.58970117,50.53864027,49.4885418,48.43909345,47.39076029,46.34379943,45.29843722,44.25478048,43.21265241,42.1723732,41.13445616,40.09893264,39.06581635,38.03570018,37.00882925,35.98522004,34.96502686,33.9484681,32.93575356,31.92691788,30.92207101,29.9214681,28.9252662,27.93360502,26.9469739,25.96589237,24.9907746,24.02218892,23.06077574,22.10718824,21.16216727,20.22648087,19.30092801,18.38630254,17.48334762,16.5928808,15.71574504,14.85298482,14.00574008,13.17527862,12.36307058,11.57081979,10.79999661,10.05184632,9.327371372,8.626892382,7.9509007,7.299495916,6.67601181,6.087324554,5.536979345,5.024751384,4.548863743,4.107486145,3.700366441,3.328045756,2.990244227,2.685301289,2.411007075,2.165093982,1.94537939,1.74995328,1.576574744,1.423453035,1.28932917,1.17222335,1.071669547,0.993280179,0.933084112,0.878973765,0.951388889,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2105,97.14348653,96.1786488,95.1276782,94.07161565,93.01325912,91.95392653,90.89396652,89.83387899,88.77330435,87.71214144,86.65065038,85.58883916,84.52681789,83.46466747,82.40238402,81.34021636,80.27823892,79.21615686,78.15423455,77.09250329,76.03058872,74.96845636,73.90604424,72.84343062,71.78076521,70.71780462,69.65462939,68.59164098,67.52904193,66.46695548,65.40514252,64.34373408,63.28295782,62.2227993,61.16329034,60.1043943,59.04613054,57.98855427,56.93189477,55.8762486,54.8215151,53.76756057,52.71447989,51.66231882,50.61113125,49.56111757,48.51212692,47.4639956,46.41704008,45.37157995,44.32784339,43.28597205,42.24579256,41.20760731,40.17200124,39.13899883,38.10867684,37.08157898,36.05787154,35.03760139,34.02088912,33.00783187,31.99867126,30.99347866,29.99239351,28.99572381,28.00369247,27.01657052,26.03489402,25.05921181,24.08996302,23.12778688,22.1734006,21.22751077,20.29088161,19.36431836,18.44857561,17.5443792,16.65255007,15.77400307,14.90971135,14.06081007,13.22863084,12.41464253,11.62040773,10.84750263,10.09716434,9.370373609,8.667754253,7.989290836,7.334864748,6.708328371,6.11693783,5.563865835,5.048696874,4.570083818,4.126082638,3.716461413,3.341969744,3.002168536,2.695289871,2.419229262,2.171851477,1.950779658,1.753989629,1.579713009,1.425585601,1.290280833,1.17314447,1.071984872,0.990678793,0.927508687,0.875462341,0.951388889,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2106,97.20406853,96.23865735,95.1879268,94.132133,93.07398459,92.0151263,90.95553688,89.89555513,88.83533486,87.77463055,86.71345019,85.6519415,84.59021801,83.52848953,82.46662205,81.40461142,80.34290518,79.28137167,78.21971247,77.15814111,76.09667782,75.03495828,73.97288733,72.91053506,71.84797141,70.78544227,69.72285968,68.66020395,67.59771312,66.53574218,65.47444332,64.41353677,63.35301346,62.29299193,61.23356082,60.17489184,59.11697542,58.05968614,57.00320737,55.94770341,54.89316959,53.83955549,52.7866689,51.7346588,50.68350609,49.633298,48.58444266,47.53673959,46.48996061,45.44451264,44.40068975,43.3587538,42.31882262,41.28070503,40.24477682,39.21166099,38.18139742,37.15405008,36.13012034,35.10976231,34.09293207,33.07965155,32.07012929,31.06460047,30.06312265,29.06593119,28.07341546,27.08587956,26.10367895,25.12736014,24.1574938,23.19459934,22.23939643,21.29265606,20.35508564,19.42749558,18.51064964,17.60525468,16.71212189,15.83214886,14.96635499,14.11582088,13.28189935,12.4661074,11.66997056,10.89495654,10.142427,9.413315216,8.708240098,8.027478694,7.370434101,6.740800448,6.14636094,5.590605607,5.072767168,4.59133871,4.144749212,3.732667008,3.355844816,3.014035422,2.705330322,2.42750468,2.178561928,1.956176512,1.758111235,1.582649811,1.428059174,1.291850257,1.173594704,1.072493589,0.987852001,0.92092876,0.871950916,0.951388889,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2107,97.26398294,96.29815525,95.24773297,94.19231652,93.13438056,92.0757907,91.01673412,89.95712296,88.8970087,87.83665906,86.77593752,85.71473982,84.65331912,83.59188868,82.53044363,81.46884974,80.40730163,79.34604075,78.28488381,77.22353097,76.16227716,75.10105649,74.03939911,72.97734619,71.91504449,70.85265848,69.79038867,68.7282881,67.66624592,66.60438216,65.54316022,64.48269393,63.42259999,62.36289934,61.30367078,60.24500834,59.18728288,58.13037154,57.07411399,56.01879107,54.9644319,53.91099036,52.85842051,51.80658392,50.75556466,49.7054346,48.65640263,47.60877519,46.5623975,45.51710359,44.47330213,43.43129434,42.39129254,41.35337208,40.31748499,39.28406541,38.25368266,37.22634098,36.2021193,35.1815231,34.16455661,33.15109844,32.14130146,31.13538955,30.13357664,29.13595827,28.14286092,27.15481819,26.17215533,25.19526292,24.22473585,23.26117731,22.30518255,21.35755525,20.41909379,19.49050474,18.57256576,17.66598207,16.77156762,15.89021608,15.02290735,14.17079193,13.33513381,12.51749007,11.71943233,10.94238676,10.1876391,9.456217549,8.748684182,8.065331343,7.405824543,6.773461999,6.175937338,5.617188293,5.096713216,4.61269969,4.163448322,3.748941789,3.369841399,3.025882108,2.715324971,2.435845552,2.185324944,1.961557266,1.762291458,1.585731326,1.430179309,1.293757217,1.173708032,1.071476771,0.986227947,0.916654507,0.868658955,0.951388889,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2108,97.32368826,96.35700982,95.30703082,94.25199849,93.19444319,92.1361259,91.07739612,90.01826126,88.95851844,87.89833084,86.83796408,85.77722542,84.71611588,83.65498835,82.59384167,81.53267083,80.47154033,79.41038988,78.34941173,77.2886124,76.22762789,75.16657441,74.10541928,73.04378277,71.981783,70.91966111,69.85753616,68.79574993,67.73426395,66.67284909,65.61173378,64.55130692,63.49165123,62.43237719,61.37346614,60.31500242,59.25727944,58.20058772,57.14464054,56.08950557,55.03535799,53.98206145,52.92963782,51.87809508,50.82728749,49.77730159,48.72827795,47.68049274,46.63421384,45.58924315,44.54557549,43.50357575,42.46347093,41.42547834,40.38974302,39.35634374,38.32567984,37.29819663,36.27391251,35.2529863,34.23576758,33.22214435,32.21211047,31.20590668,30.20368557,29.20567841,28.21214772,27.2235208,26.24030587,25.26286797,24.29168751,23.32744698,22.37072143,21.42222672,20.48284362,19.55329702,18.63428194,17.72653602,16.83085782,15.94814334,15.07937342,14.22566186,13.38832613,12.56884106,11.76882521,10.98973641,10.23283219,9.499068712,8.789089573,8.103134407,7.440899673,6.805957424,6.205681679,5.643912261,5.120524156,4.633947977,4.18223486,3.765251603,3.383883126,3.037808681,2.725298459,2.444133096,2.192106859,1.967003244,1.766609464,1.58899001,1.43244553,1.295112768,1.175014918,1.071023059,0.984737225,0.918386109,0.871483937,0.951388889,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2109,97.38320236,96.41567922,95.36593245,94.31123313,93.25406428,92.19612833,91.13772916,90.07886454,89.01959876,87.95983851,86.89963384,85.83925008,84.7785469,83.71767914,82.65688829,81.59606763,80.53531114,79.47453099,78.41366625,77.3530963,76.29266879,75.23184234,74.17085795,73.10976919,72.04818814,70.98632905,69.92447035,68.86286986,67.80169939,66.74080339,65.68010062,64.61974428,63.5601626,62.50128985,61.44280287,60.38472063,59.32712581,58.27043278,57.21473349,56.15987397,55.10591217,54.05282664,53.00051925,51.94912655,50.89861907,49.84879656,48.79992858,47.75213912,46.70566826,45.66079491,44.61742778,43.57551915,42.53536355,41.49728889,40.46148351,39.42817332,38.39749228,37.36971247,36.34524987,35.3242395,34.30671308,33.29282238,32.2825753,31.27609215,30.27352545,29.27508177,28.28115134,27.2920462,26.30822348,25.33018243,24.3583825,23.39343399,22.43599271,21.48672066,20.54639065,19.6158348,18.69577228,17.78689056,16.88996693,16.00589313,15.13568295,14.2804212,13.44140633,12.6201581,11.81819092,11.03703757,10.27796796,9.541905605,8.829453583,8.1409223,7.475954894,6.8381922,6.235287997,5.670790928,5.144464701,4.655099584,4.200936996,3.781613652,3.397941725,3.049770345,2.735325574,2.452386601,2.198842605,1.972421754,1.770955568,1.592311885,1.434747963,1.296883454,1.176430025,1.0722611,0.983333781,0.921470654,0.869539141,0.944444444,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2110,97.44239797,96.47432544,95.42460864,94.37007268,93.31323853,92.25568959,91.19772973,90.13919564,89.08020008,88.0209168,86.96108537,85.90086441,84.84051684,83.78000393,82.71952561,81.65906192,80.59855723,79.53820302,78.47780787,77.41735281,76.35715643,75.29688862,74.2361327,73.17521596,72.11418373,71.05274432,69.99110961,68.92973812,67.86875567,66.80817672,65.74795711,64.687942,63.6284669,62.56973655,61.51161355,60.45391847,59.39663568,58.34003564,57.28439633,56.22981253,55.17612287,54.12322118,53.07109452,52.01979054,50.96940882,49.91986589,48.87117152,47.82349567,46.7770106,45.73201866,44.68872302,43.6470447,42.60694144,41.56883293,40.5329684,39.49954808,38.46887726,37.44100548,36.41627725,35.39509587,34.37742664,33.36319441,32.35264822,31.34590618,30.34303565,29.34422526,28.34979475,27.3602273,26.37589289,25.39723111,24.4248002,23.45915239,22.50097349,21.55093986,20.60975625,19.67819784,18.75706142,17.84705445,16.94889562,16.06349205,15.19185849,14.3350713,13.4944008,12.67136842,11.86752432,11.08431702,10.32307065,9.584708905,8.869826689,8.178695963,7.511020172,6.870428017,6.264676614,5.697552826,5.168562235,4.676387153,4.219579375,3.797913193,3.412046259,3.0617507,2.745372627,2.460700482,2.205591712,1.977772385,1.775060063,1.595656521,1.43725193,1.29839374,1.177924551,1.073701372,0.984429374,0.918814282,0.858350045,0.9375,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2111,97.50078681,96.53252653,95.48306294,94.42868782,93.37207709,92.31486264,91.25728947,90.19919454,89.14052943,88.08151622,87.02210761,85.96226053,84.90212925,83.84197178,82.78184802,81.72164638,80.66144988,79.6013985,78.54147928,77.48144797,76.42136869,75.36138016,74.30114083,73.24041206,72.17959678,71.11870876,70.05749552,68.99635052,67.93556077,66.87517197,65.81527098,64.7557397,63.69660563,62.6379805,61.57996321,60.52259568,59.46569684,58.40937258,57.35382255,56.29932591,55.24587698,54.19321465,53.14130075,52.09014823,51.03982887,49.99041669,48.94195426,47.89446309,46.8481315,45.80314143,44.75972214,43.7180666,42.67815165,41.64005977,40.60415747,39.57068176,38.53984465,37.51195349,36.48712589,35.46563128,34.44774339,33.43335189,32.42243227,31.41534317,30.41216895,29.41301328,28.41819398,27.42810682,26.44325633,25.46402756,24.49094144,23.52461305,22.56568848,21.61485698,20.67281951,19.74035338,18.81815888,17.90700293,17.00765507,16.12094521,15.24789687,14.38958447,13.5472903,12.72249205,11.91676406,11.13156,10.36812582,9.627471356,8.910166723,8.216466473,7.546066852,6.902673219,6.294070847,5.724139935,5.192561987,4.697801852,4.23832984,3.814175357,3.426098638,3.073773715,2.755456039,2.469034596,2.212369977,1.983170496,1.779227262,1.598692928,1.439825591,1.300410569,1.178972802,1.075410392,0.984663093,0.912181853,0.852127101,0.9375,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2112,97.55899532,96.58993657,95.54107465,94.48708209,93.43069174,92.37370039,91.31646136,90.25875292,89.20052682,88.14178919,87.08265131,86.023281,84.96352345,83.90358201,82.84381325,81.78396608,80.72403179,79.66428884,78.60467306,77.5450716,76.48537222,75.42550486,74.36554859,73.30534003,72.24471631,71.18404859,70.12338987,69.0626306,68.00207123,66.94191651,65.88220799,64.82299672,63.76427639,62.70595828,61.64808051,60.59085053,59.5343089,58.47833156,57.42302077,56.3686086,55.31521115,54.26275567,53.21107906,52.16010936,51.10997131,50.06065189,49.01229669,47.96504476,46.91885435,45.87397882,44.83055373,43.78879746,42.74893339,41.71094267,40.6750018,39.64146608,38.61058241,37.58256084,36.55762617,35.5359493,34.51774642,33.5031309,32.49201966,31.4845279,30.48096022,29.48145639,28.48626566,27.49574951,26.51034044,25.53055043,24.55684924,23.58985059,22.63017279,21.67850201,20.73561539,19.80221866,18.87903552,17.96676714,17.06620676,16.17821459,15.30375642,14.44394765,13.60004956,12.77353498,11.96593393,11.17871318,10.41315151,9.670197958,8.950469533,8.254208754,7.581111729,6.934908717,6.323496489,5.750751319,5.216420567,4.719123795,4.257173934,3.83052958,3.440130003,3.085745354,2.765558805,2.477392705,2.219157077,1.988575299,1.783502818,1.601851472,1.441876595,1.302500653,1.18089451,1.075783082,0.987728432,0.912151493,0.849107143,0.9375,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2113,97.61752907,96.64703334,95.5985859,94.54503459,93.489086,92.43231462,91.37529833,90.31792378,89.26008397,88.20173046,87.14286875,86.08382304,85.02454204,83.96492231,82.90536969,81.84592833,80.78634849,79.72686778,78.66751279,77.60821623,76.54890347,75.489374,74.42963158,73.36975177,72.30960823,71.24913426,70.18869852,69.12841806,68.06824868,67.00836628,65.94885795,64.88984201,63.831444,62.77354058,61.7159697,60.65887786,59.60250423,58.54684764,57.49184751,56.4376698,55.38435171,54.3319427,53.2804389,52.22967471,51.17971863,50.13055309,49.08229355,48.03512686,46.98910468,45.9443568,44.90101097,43.8592447,42.81933028,41.78137388,40.74547709,39.71187626,38.68093777,37.652862,36.62777548,35.60595347,34.58751238,33.57254622,32.56121027,31.55348205,30.54950356,29.54959558,28.55399672,27.5630669,26.57718795,25.59681136,24.62249661,23.65482712,22.69441645,21.74193849,20.79817281,19.86384654,18.93965938,18.02633044,17.12458186,16.23529319,15.35945321,14.49815908,13.65267439,12.82446219,12.0150217,11.22580554,10.45810639,9.712891114,8.990748545,8.291942742,7.616144794,6.967144492,6.35290908,5.777385651,5.240303446,4.740349047,4.275954617,3.846964246,3.454250449,3.097696474,2.775613452,2.485757198,2.225964195,1.993979316,1.787636025,1.605067337,1.44414529,1.303163752,1.18233108,1.078217301,0.992622815,0.925961334,0.858068069,0.9375,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
